genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,Fuerza de ventas,churn
Masculino,25,17,Colima,Prepago,app,680,9,30,1,0.09,0.18,0.08,0.03,0.24,0.07,0.11,0.07,0.05,140.626,No
Masculino,45,20,Sonora,Postpago,app,65,0,26,10,1.09,2.05,0.93,0.21,1.94,0.15,1.9,0.36,0.66,23.087,No
Femenino,68,5,Guanajuato,Prepago,app,88,10,4,45,4.27,7.24,4.97,0.86,10.09,4.08,5.99,0.77,6.1,45.361,Sí
Masculino,19,56,Hidalgo,Postpago,app,881,14,45,6,0.8,1.14,0.41,0.06,1.09,0.51,0.77,0.07,0.52,190.261,Sí
Femenino,40,25,CDMX,Prepago,app,42,6,12,38,2.74,6.01,1.66,0.83,6.5,1.63,5.57,0.38,2.5,32.496,Sí
Masculino,66,67,Aguascalientes,Prepago,app,313,10,58,30,3.93,6.16,3.64,1.26,5.24,2.35,3.41,1.71,2.29,93.547,No
Femenino,27,67,Michoacán,Prepago,tienda,516,1,46,12,1.58,2.73,0.96,0.21,1.69,1.06,1.97,0.36,1.46,122.756,Sí
Femenino,28,10,CDMX,Prepago,app,535,0,41,54,4.67,11.69,4.22,3.92,11.48,5.26,5.32,4.57,2.87,142.95,Sí
Masculino,23,66,Zacatecas,Postpago,tienda,671,1,26,50,6.32,10.79,2.59,2.9,8.34,4.24,5.14,3.57,6.12,175.403,Sí
Masculino,50,70,Aguascalientes,Prepago,app,297,5,54,25,3.27,5.32,1.17,0.85,5.6,1.75,2.79,1.14,3.12,87.603,No
Masculino,47,61,"Campeche, Coahuila",Prepago,app,501,1,70,29,1.48,6.05,1.77,0.37,5.4,2.73,4.63,1.64,3.02,129.677,No
Masculino,46,2,Aguascalientes,Prepago,tienda,79,4,18,44,5.46,7.92,4.73,1.85,7.43,1.04,6.03,3.77,5.77,43.4,No
Masculino,24,51,Zacatecas,Postpago,app,911,14,54,46,2.63,10.74,4.91,0.9,10.58,2.58,7.33,0.46,3.26,219.367,Sí
Femenino,50,31,Zacatecas,Prepago,tienda,589,14,31,51,5.06,9.35,3.7,1.27,9.98,5.03,8.15,2.49,5.96,154.597,No
Masculino,29,49,Guanajuato,Prepago,tienda,831,2,12,39,2.3,8.36,1.9,2.12,7.2,3.17,7.32,0.68,5.41,197.388,Sí
Femenino,52,3,Hidalgo,Prepago,app,184,8,57,28,2.88,5.77,2.37,1.69,6.73,0.61,4.68,0.51,2.75,56.897,Sí
Femenino,49,13,Michoacán,Prepago,app,270,5,64,48,5.48,10.92,5.34,0.52,9.39,1.53,8.06,3.45,3.32,87.953,No
Masculino,40,2,Sonora,Prepago,tienda,62,10,5,53,7.11,9.61,5.68,4.09,11.02,1.98,7.39,1.17,4.96,44.753,No
Femenino,62,13,Zacatecas,Postpago,tienda,16,2,10,35,4.83,6.83,3.28,1.91,5.9,3.09,5.72,1.15,2.29,26.65,No
Masculino,38,61,Colima,Prepago,tienda,683,3,29,2,0.17,0.4,0.2,0.06,0.4,0.07,0.32,0.11,0.25,148.394,No
Masculino,55,37,Jalisco,Prepago,app,790,4,50,19,1.21,4.52,1.26,0.98,4.23,0.59,3.01,1.44,1.76,177.45,Sí
Masculino,62,38,Querétaro,Prepago,app,200,2,56,21,1.41,4.31,1.61,0.2,4.6,1.8,3.59,1.95,1.53,61.1,No
Masculino,46,56,Chiapas,Prepago,tienda,182,12,23,31,2.4,5.05,2.84,2.14,5.27,3.11,4.31,2.21,3.67,64.55,Sí
Femenino,32,37,Michoacán,Prepago,app,421,11,33,4,0.46,0.82,0.26,0.27,0.8,0.26,0.48,0.35,0.29,93.797,Sí
Masculino,26,44,Baja California,Prepago,app,903,5,55,12,1,2.2,1.07,0.98,2.45,0.65,2.1,0.13,1.43,197.153,No
Femenino,63,40,Quintana Roo,Prepago,tienda,334,9,31,49,3.57,9.36,6.7,0.76,10.31,2.36,8.72,2.21,5,103.747,Sí
Masculino,61,19,CDMX,Prepago,tienda,982,11,32,18,1.41,2.92,2.21,1.21,3.75,0.88,2.47,1.22,1.93,211.65,No
Femenino,15,3,Chiapas,Prepago,app,833,8,3,9,0.91,1.72,0.5,0.1,1.94,0.8,1.16,0.32,1.25,172.51,Sí
Masculino,55,38,Sinaloa,Prepago,tienda,309,1,57,4,0.49,0.74,0.35,0.04,0.65,0.05,0.52,0.37,0.58,72.687,No
Masculino,40,33,Yucatán,Prepago,tienda,694,11,16,47,6,10.22,2.98,0.44,9.16,3.82,5.36,2.97,6.04,172.747,No
Femenino,47,39,Sonora,Postpago,tienda,153,7,56,48,3.59,9.28,3.36,4.65,8.28,3.24,8.48,2.02,5.09,68.047,No
Femenino,45,59,Guanajuato,Postpago,tienda,379,2,62,17,1.21,3.07,1.02,0.87,3.04,0.82,3.3,1.67,2.01,97.953,Sí
Femenino,41,48,Hidalgo,Postpago,app,758,0,19,14,1.07,2.82,1.75,0.62,3.37,0.22,1.57,0.19,0.78,167.667,No
Femenino,56,35,Durango,Postpago,tienda,236,7,61,32,3.03,5.6,2.54,1.82,5.61,3.02,4.8,2.89,2.71,74.706,No
Femenino,34,19,Michoacán,Prepago,tienda,886,13,5,10,0.49,1.36,1.22,0.74,2.02,0.94,1.49,0.52,1.22,186.3,No
Masculino,30,11,Durango,Prepago,app,305,13,7,45,4.25,7.53,5.01,2.2,9.64,0.94,6.95,3.45,5.03,90,No
Femenino,48,51,Durango,Postpago,app,983,4,51,5,0.69,1.04,0.68,0.05,0.96,0.34,0.83,0.08,0.32,209.797,No
Femenino,46,17,Baja_California_Sur,Prepago,tienda,678,3,65,51,4.79,8.46,4.3,4.62,8.63,1.89,7.74,4.61,5.96,172,No
Femenino,31,30,Tamaulipas,Prepago,app,280,13,58,52,5.08,11.02,5.04,2.81,10.53,1.15,7.75,1.61,3.66,93.595,Sí
Femenino,34,37,Jalisco,Prepago,app,552,4,7,35,4.52,4.66,3.49,2,6.78,2.61,6.06,1.35,3.53,137.3,No
Femenino,60,4,CDMX,Prepago,app,600,1,44,35,4.26,7.17,2.91,0.35,7.5,2.8,4.72,2.62,2.68,143.803,Sí
Femenino,21,7,Chihuahua,Prepago,tienda,606,14,17,46,4.74,9.47,3.67,4,7.61,0.7,5.97,2.71,5.93,150.34,Sí
Masculino,33,69,Veracruz,Prepago,app,363,14,21,20,1.95,4.72,1.18,1.49,4.56,1.13,2.5,0.19,2.28,96,Sí
Masculino,33,25,Baja_California_Sur,Prepago,app,471,4,15,45,4.16,8.95,2.23,0.45,6.91,4.11,6.43,0.64,6.6,124.344,Sí
Femenino,29,63,Guerrero,Prepago,app,899,11,62,24,2.78,4.92,0.87,1.94,5.04,1.38,3.34,1.97,1.76,206.75,Sí
Femenino,50,8,Morelos,Postpago,app,959,13,12,36,3.9,6.68,2.93,1.08,5.63,1.45,5.78,0.44,4.24,214.039,No
Masculino,24,43,Morelos,Prepago,tienda,288,5,57,40,3.15,7.76,3.57,0.39,9.77,3.67,6.86,1.02,3.81,90.9,No
Masculino,19,49,Morelos,Postpago,app,986,4,53,25,3.18,3.96,2.54,2.02,4.92,2.27,3,1.28,1.83,222.2,No
Femenino,56,44,Tabasco,Postpago,app,684,4,18,36,3.62,5.57,4.46,3.31,6.34,3.93,3.94,2.86,1.98,165.903,No
Femenino,39,30,Hidalgo,Postpago,tienda,834,7,63,14,1.84,2.92,1.23,1.24,2.39,0.19,2.58,0.4,1.21,182.85,Sí
Femenino,40,60,Nayarit,Prepago,tienda,643,0,47,36,5.31,7.43,2.47,2.36,5.61,3.4,4.34,0.36,4.72,161.55,No
Femenino,67,20,Baja_California_Sur,Prepago,tienda,334,0,47,44,4.69,9.84,3.11,1.74,9.16,4.66,4.85,1.02,4.91,98.544,Sí
Masculino,21,18,Nayarit,Postpago,app,831,12,69,17,1.7,3.3,1.56,0.79,2.99,1.26,2.21,1.58,1.61,182.55,No
Femenino,28,5,Nuevo León,Postpago,tienda,401,6,11,23,1.3,5.18,2.13,2.11,4.34,1.36,2.82,0.53,2.37,95.042,Sí
Masculino,44,32,Chihuahua,Prepago,tienda,764,14,64,41,3.59,9.37,2.66,1.83,7.67,3.92,6.19,2.4,3.36,185.397,Sí
Masculino,16,68,Zacatecas,Prepago,app,318,8,23,44,3.04,8.4,5.23,3.99,8.39,4.83,4.85,1.94,2.66,101.149,No
Femenino,50,16,Nayarit,Prepago,tienda,692,7,52,31,2.59,6.61,3.02,1.77,6.67,0.33,3.19,2.82,4,162,Sí
Masculino,25,70,Sinaloa,Postpago,app,613,13,54,5,0.57,0.98,0.39,0.29,1.01,0.37,0.86,0.09,0.43,138.797,Sí
Femenino,18,1,Guerrero,Postpago,app,66,12,39,8,0.52,1.63,1.06,0.6,1.34,0.24,1.42,0.22,0.98,20.103,No
Femenino,40,37,Tabasco,Postpago,app,511,10,62,31,4.14,5.39,2.06,0.74,4.68,0.72,4.84,0.58,2.72,127.911,No
Masculino,17,41,Quintana Roo,Prepago,tienda,257,8,52,4,0.43,0.75,0.25,0.04,0.72,0.19,0.57,0.24,0.53,62.466,No
Masculino,45,66,México,Postpago,app,115,3,34,13,1.57,2.2,0.7,0.13,2.68,1.03,1.72,1.23,1.54,42.34,Sí
Masculino,18,42,Yucatán,Prepago,tienda,750,2,23,53,5.58,12.23,2.36,0.93,11.03,3.2,8.23,2.35,3.87,188.284,Sí
Masculino,52,68,Guanajuato,Postpago,tienda,646,3,57,25,1.75,5.85,2.72,1.61,6.12,1.57,2.94,0.82,1.54,157.226,Sí
Masculino,54,63,Querétaro,Postpago,app,758,0,67,44,6.14,7.23,5.52,3.57,7.16,0.93,5.34,1.18,4.11,189.954,No
Femenino,22,59,Puebla,Postpago,tienda,547,6,22,1,0.12,0.16,0.08,0.01,0.16,0.07,0.11,0.08,0.05,119.902,No
Masculino,34,71,Tamaulipas,Prepago,tienda,366,8,65,34,1.89,6.08,2.96,3.37,7.61,1.53,3.49,0.34,2.74,106.303,No
Masculino,17,19,Baja California,Postpago,tienda,944,1,63,26,2.58,5.61,2.88,0.41,5.82,2,2.76,1.97,1.98,210.403,Sí
Masculino,55,5,Colima,Prepago,tienda,565,5,68,50,7.13,7.45,5.44,1.76,11.11,3.63,8.98,1.94,2.55,147.147,No
Femenino,50,16,Hidalgo,Postpago,app,463,6,59,15,1.62,3.56,0.96,0.8,2.37,1.34,2.22,1.12,1.01,106.95,No
Masculino,38,18,Zacatecas,Postpago,app,550,7,52,28,1.67,4.27,3.76,0.76,4.29,2.63,3.01,0.91,3.65,131.185,No
Femenino,39,36,Querétaro,Postpago,app,899,7,23,53,4.8,8.92,2.62,1.42,10.78,5.82,9.67,0.94,6.98,217.835,No
Masculino,31,29,México,Prepago,tienda,126,3,69,45,2.36,7.15,2.92,1.34,7.62,2.46,5.59,3.18,4.37,57.597,No
Masculino,60,41,Tabasco,Prepago,app,257,2,12,5,0.47,0.86,0.24,0.15,1.13,0.08,0.66,0.41,0.4,60.97,Sí
Femenino,39,67,Sinaloa,Postpago,tienda,58,1,16,25,1.98,4.22,2.79,1.84,5.01,0.3,2.71,2.37,2.07,36.937,No
Masculino,33,64,Baja California,Prepago,tienda,298,12,64,1,0.08,0.25,0.14,0.05,0.15,0.02,0.15,0.07,0.11,73.006,No
Femenino,18,14,Querétaro,Postpago,tienda,867,1,30,38,3.58,5.86,4.5,0.38,5.99,0.89,4.76,2.45,3.54,197.985,Sí
Masculino,64,61,Guanajuato,Postpago,app,736,6,15,25,3.21,5.63,1.42,1.11,3.84,2.34,3.71,0.8,1.28,171.602,No
Masculino,19,38,Michoacán,Postpago,tienda,636,2,14,15,1.37,2.37,0.62,0.22,2.76,0.26,1.52,0.44,2.14,141.61,No
Masculino,63,3,Guerrero,Postpago,tienda,782,12,39,19,1.41,3.65,1.74,1.74,3.68,1.84,3.15,0.52,1.07,170.14,Sí
Masculino,39,45,Hidalgo,Prepago,tienda,94,7,40,11,1.4,2.45,1.07,0.22,2.36,0.21,2.05,0.44,0.81,34.153,Sí
Femenino,37,21,Michoacán,Prepago,tienda,568,14,48,5,0.62,0.94,0.34,0.27,1.08,0.15,0.75,0.2,0.64,122.147,No
Femenino,60,49,México,Prepago,tienda,203,12,12,8,0.47,1.93,0.9,0.21,1.64,0.23,1.43,0.08,1.1,53.347,No
Femenino,24,19,Baja_California_Sur,Postpago,app,77,12,18,40,4.29,6.26,5.29,3.68,6.05,1.42,4.86,2.03,2.96,42.202,No
Femenino,15,30,CDMX,Postpago,app,601,7,46,18,1.28,4.44,1.42,0.81,3.05,0.53,3.08,0.18,1.85,137.392,No
Femenino,17,3,Hidalgo,Prepago,app,394,8,34,36,3.32,5.77,1.75,2.1,7.15,1.97,3.96,1.7,4.05,101.281,No
Femenino,44,14,Zacatecas,Prepago,app,243,4,17,27,2.47,5.3,1.78,0.51,6.26,2.25,3.09,0.43,3.21,67.24,No
Femenino,51,23,Baja California,Postpago,app,547,4,43,5,0.45,0.76,0.52,0.46,1.07,0.3,0.81,0.3,0.34,118.003,Sí
Femenino,45,36,Sonora,Prepago,tienda,637,9,10,9,1.05,1.58,0.83,0.47,1.77,0.7,1.57,0.59,0.44,138.7,Sí
Masculino,69,3,Jalisco,Prepago,app,912,14,22,45,3.07,9.59,3.92,1.69,7.47,0.95,6.8,1.48,3.59,209.018,No
Femenino,30,34,Yucatán,Postpago,app,443,4,34,20,2.12,3.45,1.13,1.44,3.1,1.97,2.63,0.95,1.03,106.746,Sí
Masculino,52,6,CDMX,Prepago,tienda,84,5,42,51,7,10.63,2.74,1.65,11.09,1.02,8.29,1.26,6.22,50.07,Sí
Masculino,68,54,Sinaloa,Prepago,app,930,4,32,14,1.93,3.09,1.52,0.41,2.56,0.25,2.11,0.33,1.81,204.103,No
Masculino,31,43,Sinaloa,Prepago,tienda,432,10,42,22,2.67,4.73,1.94,0.22,3.51,2,3.17,0.95,2.81,108.15,Sí
Masculino,28,54,Chiapas,Postpago,tienda,838,11,18,3,0.27,0.68,0.14,0.08,0.49,0.23,0.32,0.06,0.28,178.265,No
Masculino,17,39,Yucatán,Postpago,app,71,14,24,8,0.74,1.33,1,0.72,1.28,0.5,1.29,0.21,0.84,26.023,Sí
Femenino,43,48,CDMX,Prepago,app,336,2,22,53,7.18,12.47,6.27,0.51,10.16,4.43,5.37,3.97,2.64,107.3,Sí
Masculino,58,61,Tlaxcala,Prepago,tienda,924,13,5,44,2.96,6.38,4.02,2.88,9.01,2.15,7.99,3.62,4.99,220.6,No
Femenino,24,58,Chihuahua,Prepago,tienda,174,7,19,41,5.8,7.53,4.54,1.41,6.79,4.36,4.17,2.63,3.53,68.978,No
Femenino,37,7,Aguascalientes,Prepago,app,978,3,34,44,5.36,9.16,2.43,0.44,9.3,4.35,4.45,3.04,3.13,224.048,Sí
Masculino,59,8,Querétaro,Prepago,app,373,10,33,16,2.08,2.27,2.06,0.91,2.82,1.45,2.85,0.36,1.19,87.047,No
Femenino,56,17,Baja_California_Sur,Postpago,tienda,745,0,6,14,1.45,2.41,0.65,0.32,2.25,0.39,2.79,0.42,1.12,159.59,Sí
Masculino,40,60,Baja California,Prepago,app,430,12,39,18,2.23,3.14,2.03,0.81,3.47,0.97,2.52,0.18,2.65,107.75,Sí
Femenino,29,5,Oaxaca,Postpago,tienda,583,10,58,9,1.12,1.4,0.88,0.44,1.79,0.34,1.05,0.61,1.27,125.62,No
Masculino,58,46,Sonora,Postpago,app,751,4,38,33,2.82,5.84,2.16,0.96,6.93,3.18,5.24,2.88,1.79,178.44,No
Masculino,44,23,Yucatán,Prepago,app,937,7,33,23,1.31,5.53,2.2,0.95,5.42,0.35,3.15,0.91,3.18,206.3,No
Femenino,50,38,México,Prepago,tienda,117,7,70,25,2.73,5.4,3.13,0.52,5.06,1.17,4.24,0.82,1.92,47.597,Sí
Femenino,25,30,Sonora,Prepago,app,438,5,57,9,0.71,1.43,0.61,0.1,1.47,0.66,1.62,0.73,0.49,99.996,Sí
Femenino,23,10,Tlaxcala,Prepago,app,342,10,8,26,2.18,6.02,1.54,1.16,4.51,1.24,2.82,0.26,3.58,85.093,Sí
Femenino,20,27,Chiapas,Postpago,tienda,521,0,41,13,1.64,2.29,1.57,0.21,2.3,0.15,2.37,0.13,1.38,117.812,Sí
Femenino,53,64,San Luis Potosi,Prepago,tienda,365,11,27,6,0.47,0.99,0.8,0.31,1.05,0.3,0.98,0.36,0.62,87.514,Sí
Masculino,45,37,Querétaro,Postpago,tienda,338,2,70,15,1.06,2.83,0.81,1.21,3.28,1.26,2.09,0.78,1.59,85.623,No
Femenino,56,4,Aguascalientes,Postpago,app,306,3,21,1,0.08,0.16,0.07,0.04,0.18,0.07,0.19,0.07,0.1,63.438,No
Femenino,57,6,Veracruz,Postpago,app,604,1,58,47,3.69,10.07,3.73,2.31,7.96,3.63,5.6,4.45,2.46,151.87,No
Masculino,52,29,Durango,Postpago,app,842,11,43,33,3.67,6.26,1.65,2.11,5.41,0.44,3.39,2.4,3.24,193.371,Sí
Masculino,27,64,Michoacán,Postpago,app,545,3,18,6,0.53,1.25,0.63,0.19,1.15,0.48,0.91,0.41,0.44,123.097,Sí
Masculino,35,7,Veracruz,Postpago,app,503,1,14,23,1.51,5.04,2.79,1.41,5.33,0.47,4.16,0.43,1.35,115.997,Sí
Femenino,67,36,Guanajuato,Prepago,tienda,25,9,38,54,6.74,11.6,3.25,1.91,11.93,2.42,7.68,1.15,7.32,44.7,No
Femenino,52,18,Oaxaca,Postpago,app,698,3,44,34,2.62,7.77,2.9,2.35,7.35,2.69,5.02,1,2.3,164.9,No
Femenino,35,9,"Campeche, Coahuila",Prepago,tienda,848,13,65,53,5.03,11.89,6.92,1.21,9.23,0.94,8.78,1.34,6.51,205.655,No
Masculino,64,50,Colima,Prepago,tienda,432,12,30,46,3.96,7.72,2.56,3.62,10.99,1.2,4.72,4.56,5.04,122.511,Sí
Masculino,20,24,Jalisco,Postpago,app,673,13,65,16,0.87,3.57,1.55,0.54,3.59,1.11,1.88,1.34,1.55,151.05,No
Masculino,20,7,México,Prepago,tienda,584,10,8,1,0.05,0.17,0.11,0.04,0.24,0.05,0.18,0.02,0.14,118.85,Sí
Masculino,36,33,CDMX,Postpago,tienda,604,5,4,22,1.42,4.11,2.05,1.51,4.5,2.29,3.08,0.22,1.8,138.844,No
Masculino,17,13,Zacatecas,Postpago,tienda,395,3,70,21,2.08,3.94,2.4,0.22,4.82,0.84,2.92,0.78,2.99,97.047,No
Masculino,66,69,Quintana Roo,Prepago,tienda,458,2,50,34,4.19,5.96,4.03,2.05,5.91,2.7,6.04,1.11,2.02,124.853,No
Masculino,27,48,Tlaxcala,Postpago,app,801,4,39,17,1.16,4.08,0.93,0.66,3.61,1.35,2.22,1.13,1.54,179.454,No
Femenino,41,10,México,Postpago,app,353,12,32,25,2.24,4.58,3.14,0.58,4.98,0.82,3.51,2.03,3.12,88.7,No
Masculino,40,62,Chihuahua,Postpago,app,799,13,51,41,3.08,8.25,3.5,3.01,6.55,1.35,6.57,2.86,4.2,195.761,No
Femenino,41,12,Veracruz,Postpago,tienda,252,12,60,36,4.96,6.37,2.68,1.29,6.26,3.85,5.27,1.12,4.21,76.803,No
Masculino,32,37,Aguascalientes,Postpago,tienda,862,2,25,40,4.61,7.49,2.58,0.4,8.61,1.19,6.17,2.79,3.12,202.288,Sí
Masculino,29,68,Michoacán,Postpago,app,866,3,38,49,4.64,8.95,5.37,2.59,9.91,2.74,8.02,1.54,5.24,214.7,Sí
Masculino,69,51,Puebla,Postpago,app,839,8,49,11,1.3,1.86,1.23,0.64,1.76,0.23,1.78,0.77,1.44,184.503,No
Masculino,55,18,Zacatecas,Postpago,tienda,342,11,29,39,5.04,6.83,3.52,1.83,8.44,1.6,4.98,3.57,3.21,95.956,Sí
Masculino,42,40,Quintana Roo,Prepago,tienda,293,11,26,33,3.63,5.83,3.18,2.64,5.49,2.06,5.38,1.17,3.63,85.703,No
Femenino,51,61,México,Postpago,tienda,324,13,50,39,2.8,7.91,4.99,0.95,9.32,0.57,5.11,1.28,3.5,99.079,No
Masculino,58,52,Colima,Prepago,app,65,9,61,45,5.22,6.48,3.46,1.57,10.09,4.16,6.09,2.01,5.91,50.847,Sí
Masculino,27,32,Nayarit,Prepago,tienda,995,1,43,30,3.61,4.47,2.67,2.56,5.53,2.42,3.96,2.89,1.88,223.947,No
Femenino,29,33,Quintana Roo,Prepago,app,508,12,19,7,0.94,1.45,0.56,0.47,1.5,0.17,0.69,0.36,0.87,111.703,No
Masculino,38,24,Jalisco,Prepago,app,911,5,14,47,3.7,7.9,2.12,1.17,8.95,2.58,7.45,4.41,6.32,213.98,No
Masculino,27,66,Aguascalientes,Postpago,tienda,75,7,51,18,1.98,2.75,1.15,1.43,4.09,0.6,2.44,1.77,1.78,38.247,No
Femenino,70,20,Chiapas,Postpago,tienda,675,7,9,17,2.21,3.27,1.41,0.16,4.01,1.55,3.02,0.16,1.21,148.65,No
Femenino,61,43,Tamaulipas,Prepago,app,562,9,26,54,3.11,10.43,7.22,4.38,10.3,1.98,10.5,1.22,4.76,152.52,Sí
Masculino,55,20,"Campeche, Coahuila",Prepago,app,240,3,64,11,1.33,1.83,0.94,0.99,1.87,0.94,1.48,0.78,0.65,60.743,Sí
Masculino,48,64,Veracruz,Prepago,tienda,472,7,67,15,1.91,2.86,0.83,1.04,3.01,0.82,1.91,0.77,1.86,116.353,Sí
Masculino,50,59,Tlaxcala,Postpago,tienda,187,4,43,31,1.93,5.12,2.07,1.05,7.23,3.14,3.57,2.58,4.31,67,No
Masculino,18,13,CDMX,Postpago,tienda,183,10,70,54,5.23,11.79,3.42,3.2,11.5,2.99,6.39,3.19,6.28,74.447,Sí
Masculino,29,26,Sonora,Prepago,tienda,527,0,44,10,1.06,2.14,0.88,0.43,1.79,0.48,1.17,0.74,0.92,117.383,No
Femenino,28,69,Baja California,Prepago,app,89,5,58,21,1.58,4.97,1.87,0.87,3.69,1.04,3.46,0.32,1.68,43.194,Sí
Masculino,25,57,CDMX,Prepago,app,669,0,47,42,4.41,6.98,2.99,3.13,8.72,3.35,6.54,3.32,2.57,169.903,Sí
Femenino,47,14,Tlaxcala,Postpago,tienda,983,0,66,50,3.93,11.42,4.99,0.91,11.47,0.67,8.38,1.95,2.56,230.884,No
Masculino,21,71,Durango,Postpago,app,569,14,5,51,7.08,10.65,4.72,2.74,10.23,2.97,4.92,4.01,3.69,155.303,No
Femenino,45,65,Guerrero,Postpago,app,318,8,49,47,4.84,11.13,2.67,3.2,8.59,1.61,6.9,2.36,5.7,104,No
Masculino,39,15,Guanajuato,Prepago,tienda,465,11,70,22,1.27,5.07,2.09,0.65,4.09,0.49,3.19,1.75,1.98,111.524,Sí
Femenino,33,52,Tamaulipas,Prepago,app,993,14,63,43,5.11,9.25,5.63,1.17,6.62,4.58,5.18,1.99,3.46,235.347,No
Masculino,41,27,Guerrero,Prepago,app,595,0,8,27,2.95,3.91,3.33,0.24,4.87,1.85,4.04,2.36,3.46,139.653,Sí
Femenino,37,5,Puebla,Postpago,tienda,673,3,46,46,4.07,10.41,4.06,0.45,8.3,0.66,8.74,3.16,6.18,165.259,Sí
Masculino,57,63,México,Prepago,tienda,802,7,53,48,2.24,9.24,4.94,4.39,10.05,4.04,4.6,3.25,5.25,201.3,No
Masculino,28,15,Baja California,Prepago,app,616,11,62,17,1.82,3.11,2.37,0.67,2.89,0.3,2.61,1,1.16,138.429,Sí
Masculino,40,65,Tabasco,Postpago,tienda,900,10,44,46,4.39,9.26,5,3.4,9.18,3.31,7.66,1.52,2.28,219.55,Sí
Masculino,63,70,Oaxaca,Prepago,tienda,92,9,70,26,3.1,5.69,1.2,2.14,5.46,0.77,3,0.26,3.44,47.718,No
Femenino,62,6,Quintana Roo,Postpago,app,408,2,40,28,1.52,5.87,2.05,1.27,6.06,2.02,4.6,0.28,1.84,100.553,Sí
Femenino,37,7,"Campeche, Coahuila",Postpago,app,900,13,27,24,1.95,3.85,1.68,0.9,5.83,2.55,3.09,0.81,3.33,196.797,No
Masculino,28,47,Chiapas,Prepago,app,672,14,26,23,2.69,3.55,2.69,1.04,4.06,2.11,3.83,1.9,1.12,156.547,Sí
Femenino,25,47,CDMX,Postpago,tienda,34,9,29,53,6.72,9.96,3.16,0.73,10.42,1.94,9.27,0.53,2.99,44.916,No
Femenino,46,9,CDMX,Postpago,tienda,120,5,25,17,1.55,3.58,1.91,1.31,3.14,1.04,2.96,0.15,1.36,36.8,No
Masculino,54,36,Jalisco,Prepago,tienda,978,9,64,9,1.09,1.51,0.79,0.68,1.92,0.51,1.12,0.29,1.1,209.603,No
Femenino,42,35,Puebla,Postpago,tienda,870,7,28,8,1.05,1.45,0.58,0.57,1.61,0.75,0.84,0.27,0.88,185.45,Sí
Femenino,58,16,Morelos,Postpago,tienda,445,5,67,31,2.7,5.03,3.84,1.85,6.89,1.5,5.21,1.44,2.53,113.347,No
Femenino,15,58,Tabasco,Prepago,app,248,11,4,22,1.18,4.9,1.5,0.53,4.74,1.84,3.45,0.8,2.87,71.643,Sí
Masculino,57,20,"Campeche, Coahuila",Prepago,app,587,7,3,54,6.29,8.56,2.41,4.47,9.42,5.25,9.64,4.1,3.86,152.95,Sí
Masculino,27,62,México,Prepago,app,168,13,62,13,1.5,1.92,1.73,0.25,2.69,0.16,2.35,0.8,1.61,53.803,No
Masculino,42,20,Nayarit,Prepago,app,717,5,36,41,2.44,7.16,1.95,2.68,9.49,0.81,7.66,0.41,3.43,171.309,No
Masculino,70,44,Sinaloa,Postpago,app,308,12,52,5,0.65,1.06,0.55,0.09,0.84,0.3,0.83,0.16,0.52,73.8,Sí
Masculino,26,57,San Luis Potosi,Prepago,app,953,13,45,31,1.89,6.29,1.3,1.72,6.82,1.6,5.56,2.24,3.57,219.997,No
Masculino,39,57,Michoacán,Prepago,tienda,566,0,20,27,2.65,4.16,2.53,1.45,4.65,2.38,3.81,0.33,3.84,138.59,Sí
Femenino,26,32,Yucatán,Prepago,app,383,0,67,44,5.33,7.09,4.51,0.39,9.69,2.23,6.5,2.89,5.37,111.15,No
Masculino,46,20,Querétaro,Postpago,tienda,880,7,40,8,0.43,1.99,0.78,0.41,1.82,0.22,1.05,0.66,0.41,185.731,No
Masculino,48,6,Veracruz,Prepago,tienda,822,0,11,30,4.18,6.01,1.26,0.73,4.94,2.46,3.7,2.95,2.53,183.478,No
Masculino,61,52,Quintana Roo,Prepago,tienda,277,12,38,51,3.71,7.96,3.62,0.96,7.97,3.09,9.69,0.51,7.35,93.858,Sí
Masculino,60,16,Hidalgo,Prepago,tienda,322,6,9,11,0.92,2.32,0.7,0.85,2.28,0.69,1.86,0.42,0.97,73.853,No
Femenino,68,65,Querétaro,Postpago,tienda,478,0,50,54,4.86,10.18,6.44,4.62,11.43,2.99,5.42,2.84,5.22,140.25,No
Femenino,37,10,Nuevo León,Prepago,tienda,556,8,47,6,0.68,1.43,0.33,0.06,1.24,0.09,0.79,0.14,0.69,118.485,Sí
Femenino,34,70,Aguascalientes,Postpago,app,920,4,67,11,1.06,1.71,0.6,0.79,1.89,0.55,1.28,0.92,1.25,204.165,No
Femenino,70,18,Jalisco,Postpago,app,668,5,23,45,3.47,9.05,4.35,2.13,8.63,2.33,7.85,2.81,4.38,164.45,Sí
Masculino,41,33,Nayarit,Prepago,tienda,561,3,6,45,3.63,9.38,4.83,3.68,8.54,1.26,5.3,0.63,4.67,143.526,Sí
Masculino,17,61,Querétaro,Prepago,app,996,7,57,13,0.72,2.52,1.41,1.13,2.59,0.27,2.4,0.15,1.56,218.925,Sí
