genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,churn,Fuerza de ventas,churn2
Masculino,61,34,Michoacán,Prepago,tienda,394,2,60,20,1.19,5.18,2.33,0.74,3.68,1.01,4.1,0.44,2.31,No,99.194,No
Femenino,25,21,"Campeche, Coahuila",Postpago,app,232,14,44,12,2.36,7.96,4.71,1.64,6.92,0.54,6.29,3.45,5.13,No,67.05,No
Femenino,42,40,Quintana Roo,Postpago,app,850,5,45,9,4.62,8.74,4.9,0.61,9.72,2.93,6.08,3.15,5.25,Sí,194.75,Sí
Masculino,47,20,Nuevo León,Prepago,app,769,8,15,24,3.95,5.53,2.4,2.76,6.03,2.1,5.96,1.97,4.3,No,175.25,No
Masculino,70,60,Zacatecas,Prepago,tienda,166,7,8,33,4.99,9.97,3.18,0.4,6.79,1.5,6.08,3.19,3.34,Sí,64.332,Sí
Masculino,44,19,Morelos,Postpago,tienda,55,9,25,53,5.18,7.14,2.64,1.79,7.86,1.84,5.07,1.32,4.17,Sí,42.103,Sí
Femenino,35,29,Zacatecas,Prepago,tienda,730,6,17,36,6.13,7.5,3.27,2.07,9.15,3.71,7.16,2.4,6.67,No,176.418,No
Masculino,27,45,Nuevo León,Prepago,app,308,11,7,40,3.09,4.29,0.86,0.21,5.3,2.3,3.54,1.35,3.06,No,87.9,No
Masculino,50,59,Sinaloa,Prepago,tienda,70,7,16,28,3.3,8.27,4.7,2.21,8.3,1.91,4.28,2.44,3.38,No,43.687,No
Femenino,39,64,Morelos,Prepago,app,655,11,4,42,2.89,9.77,5.44,2.33,7.77,0.83,7.48,4.46,2.55,No,166.456,No
Masculino,52,20,Colima,Prepago,tienda,458,3,52,23,2.9,4.71,1.38,1.64,4.78,1.01,2.83,0.5,1.25,No,110.4,No
Masculino,36,31,San Luis Potosi,Prepago,app,847,14,17,48,0,0,0,0,0,0,0,0,0,Sí,189.3,Sí
Masculino,45,19,Jalisco,Postpago,tienda,424,12,43,12,1.25,1.88,0.45,0.09,2.19,0.63,1.02,0.27,0.47,No,95.875,No
Masculino,36,62,Hidalgo,Prepago,app,403,4,4,30,4.56,7.21,2.02,1.83,5.11,1.95,5.61,1.55,1.77,No,108.583,No
Femenino,66,18,"Campeche, Coahuila",Prepago,app,976,2,39,46,1.18,1.95,1.31,0.17,2.52,0.86,2.02,1,0.98,Sí,217.247,Sí
Femenino,31,61,Tamaulipas,Postpago,app,360,14,48,27,1.06,3.08,1.77,0.32,3.7,0.55,3.91,1.03,1.61,Sí,96.759,Sí
Masculino,47,48,Oaxaca,Postpago,tienda,473,11,45,38,3.71,8.34,1.99,1.31,9,3.82,7.26,0.37,3.21,No,127.153,No
Masculino,19,67,Sinaloa,Postpago,tienda,111,9,36,33,0.3,0.52,0.19,0.19,0.72,0.06,0.56,0.21,0.26,Sí,44.853,Sí
Masculino,52,5,Colima,Prepago,tienda,126,6,54,41,1,2.24,0.59,0.13,1.8,0.95,1.34,0.55,1.4,No,43.95,No
Masculino,58,40,Durango,Prepago,app,878,3,56,39,4.71,6.5,4.36,2.95,6.04,0.75,6.12,0.53,2.99,Sí,206.585,Sí
Femenino,23,32,Baja California Sur,Prepago,app,587,11,58,3,2.99,8.13,5.81,2.87,9.82,5.08,6.47,3.3,3.52,No,140.397,No
Femenino,44,42,Sonora,Postpago,app,416,8,14,45,5.98,8.78,1.62,0.4,9.58,1.83,4.33,1.55,5.2,No,115.481,No
Masculino,38,49,Hidalgo,Postpago,app,820,1,52,41,0.28,0.46,0.19,0.07,0.59,0.32,0.36,0.15,0.15,No,187.021,No
Femenino,48,9,Tabasco,Prepago,tienda,765,2,58,36,1.14,3.08,0.56,0.81,2.94,1.12,2.02,0.4,1.94,No,172.253,No
Masculino,18,35,Aguascalientes,Prepago,app,59,7,63,25,2.44,3.95,2.02,0.92,2.88,0.59,2.44,0.59,2.17,Sí,33.1,Sí
Femenino,41,47,Guanajuato,Postpago,app,517,4,28,38,0.77,1.53,1.07,0.2,1.37,0.78,1.04,0.3,0.45,No,125.503,No
Femenino,43,21,Tlaxcala,Postpago,app,161,11,23,30,1.27,4.02,1.08,1.69,5.13,1.6,3.89,1.29,3.04,No,52.403,No
Masculino,27,6,Nuevo León,Prepago,tienda,389,12,26,3,2.84,5.92,2.45,2.78,6.3,0.4,4.98,0.35,4.86,Sí,90.164,Sí
Masculino,56,28,Baja California Sur,Postpago,tienda,960,11,8,26,0.77,2.57,1.5,0.45,3.49,1.06,2.03,0.19,2.19,Sí,208.675,Sí
Masculino,17,4,Veracruz,Prepago,tienda,430,2,46,21,4.48,5.03,4.37,1.59,5.09,1.61,5.18,2.11,3.53,Sí,105.097,Sí
Masculino,18,70,Sonora,Prepago,app,589,1,70,17,2.84,4.64,1.58,2.13,5.57,0.31,2.75,1.68,2.01,Sí,143.953,Sí
Femenino,33,18,Aguascalientes,Postpago,app,102,13,65,16,2.36,7.69,1.72,2.94,8.39,0.35,3.59,3.08,2.93,Sí,41.065,Sí
Masculino,20,37,Yucatán,Postpago,app,569,7,54,53,2.49,8.28,2.04,3.47,9.46,4.53,8.33,0.47,3.64,Sí,150.763,Sí
Femenino,43,4,Guanajuato,Postpago,app,930,14,22,13,2.71,7.88,1.47,1.58,6.74,2.94,5.19,2.9,4.58,Sí,202.397,Sí
Masculino,27,57,Morelos,Postpago,tienda,543,12,22,5,1.12,1.17,0.6,0.57,1.76,0.55,1.24,0.25,0.74,No,122.15,No
Femenino,67,35,Guerrero,Prepago,app,213,4,24,47,1.14,2.77,0.98,0.64,2.13,0.57,1.51,0.44,1.65,Sí,66.699,Sí
Masculino,25,44,Chiapas,Postpago,tienda,582,2,52,12,1.71,5.66,2.22,0.89,5.8,0.96,3.42,0.35,3.67,Sí,136.604,Sí
Masculino,28,8,Baja California Sur,Postpago,tienda,735,0,28,51,1.04,4.09,2.48,1.18,3.68,1.43,2.32,1.95,2.83,Sí,171.2,Sí
Masculino,46,52,México,Prepago,app,739,7,18,31,0.12,0.22,0.08,0.07,0.19,0.08,0.12,0.01,0.12,No,166.103,No
Masculino,16,64,Aguascalientes,Postpago,tienda,851,0,17,28,2.42,7.93,3.56,2.89,5.9,3.39,6.71,1.64,4.55,No,200.747,No
Masculino,39,50,Guanajuato,Prepago,tienda,34,10,38,27,2.91,6.75,2.21,0.34,7.84,2.38,3.41,3.29,4.87,Sí,34.5,Sí
Masculino,69,17,Tabasco,Postpago,app,315,1,46,27,0.19,0.37,0.19,0.04,0.42,0.11,0.28,0.16,0.23,Sí,76.547,Sí
Femenino,26,61,Aguascalientes,Prepago,app,733,14,23,9,2.97,4.19,3.63,1.94,5.8,1.09,2.97,2.13,2.28,No,167.7,No
Masculino,50,42,Querétaro,Prepago,app,417,11,3,13,6.04,7.04,5.66,2.04,8.45,1.36,7.37,0.53,3.28,No,106.281,No
Masculino,24,12,Chiapas,Prepago,app,188,10,36,19,2.04,3.45,1.67,0.16,3.06,1.2,2.54,1.1,1.78,No,52,No
Masculino,23,54,Colima,Prepago,app,481,12,52,53,5.14,11.9,5.28,0.56,9.54,2.9,5.83,4.18,7.01,No,138.502,No
Femenino,30,28,Baja California,Prepago,tienda,129,6,22,17,1.33,3.42,1.65,0.38,2.74,1.01,1.67,0.99,1.81,Sí,40.7,Sí
Masculino,19,62,Baja California Sur,Postpago,tienda,721,2,64,17,1.45,2.19,0.88,1.12,2.98,0.55,1.38,0.23,0.65,No,165.229,No
Masculino,42,64,"Campeche, Coahuila",Prepago,tienda,201,14,5,28,0.35,0.84,0.28,0.08,0.7,0.28,0.48,0.31,0.29,Sí,59.533,Sí
Femenino,50,65,Sinaloa,Prepago,tienda,270,11,59,3,1.48,2.08,0.83,0.12,2.28,1,1.6,0.53,1.23,Sí,70.945,Sí
Masculino,31,37,Sonora,Prepago,tienda,19,13,31,13,1.27,1.38,0.93,0.09,1.95,0.8,1.31,0.8,0.45,Sí,17.494,Sí
Femenino,45,59,Michoacán,Prepago,app,387,0,3,12,1.02,2.6,1.44,1.43,3.29,1.29,1.75,0.87,1.42,Sí,94.533,Sí
Femenino,60,27,Durango,Postpago,app,563,12,19,20,4.71,6.92,4.47,2.53,7.26,2.31,6.63,3.28,4.88,No,136.497,No
Masculino,68,27,Tabasco,Postpago,app,852,14,18,13,2.09,7.03,1.76,3.1,5.71,3.46,5.24,0.71,3.46,No,189.018,No
Masculino,47,20,Puebla,Postpago,app,95,14,64,40,2.47,3.73,2.51,0.3,3.67,0.27,2.15,0.19,1.61,No,42.27,No
Masculino,67,53,Tlaxcala,Postpago,app,657,3,20,11,3.44,6.17,1.26,0.99,4.97,1.18,2.73,2.32,1.74,Sí,151.09,Sí
Femenino,63,5,Guanajuato,Prepago,tienda,163,1,25,23,4.2,8.4,4.42,4.01,11.36,3.43,8.04,1.46,3.54,No,56.158,No
Masculino,31,46,Nayarit,Postpago,app,555,13,35,18,0.15,0.41,0.21,0.15,0.39,0.17,0.21,0.07,0.23,Sí,125.647,Sí
Femenino,51,45,Nuevo León,Prepago,app,744,12,65,48,1.92,3.89,1.16,0.65,2.66,1.73,1.7,0.51,0.95,Sí,177.751,Sí
Masculino,30,56,Sonora,Prepago,app,159,9,58,0,2.96,7.41,1.66,0.31,6.63,2.92,3.26,1.39,4.46,Sí,52.4,Sí
Masculino,19,45,Baja California,Postpago,app,142,2,22,47,2.5,4.76,1.92,0.45,6.84,1.52,5.77,1.16,3.61,Sí,58.909,Sí
Femenino,69,61,San Luis Potosi,Postpago,app,544,5,14,41,1.19,2.72,0.75,0.33,1.74,0.71,1.15,0.7,1.06,No,134.055,No
Masculino,21,58,Chihuahua,Prepago,tienda,236,8,56,44,6.45,9.52,4.51,0.49,9.18,1.46,6.42,0.49,4.5,Sí,84.806,Sí
Masculino,67,29,Baja California,Prepago,tienda,374,1,58,17,2.35,7.06,4.11,3.31,8.25,0.93,8.43,3.29,4.46,Sí,99.807,Sí
Femenino,61,1,Sonora,Postpago,app,544,13,56,0,3.29,5.04,1.93,0.52,5.37,1.26,4.74,1.82,1.32,Sí,119.337,Sí
Masculino,46,3,Durango,Postpago,app,517,0,8,27,2.3,4.72,1.82,0.48,3.88,1.39,3.27,0.43,3.04,Sí,118.749,Sí
Masculino,21,31,Baja California,Postpago,app,311,12,56,52,1.09,4.02,1.93,0.94,2.99,0.5,2.73,0.75,2.05,No,90.35,No
Masculino,46,17,Chiapas,Postpago,tienda,478,7,35,5,1.09,1.3,0.85,0.31,1.82,0.82,1.11,0.15,0.46,Sí,103.773,Sí
Femenino,23,4,México,Prepago,app,643,13,35,33,4.63,7.7,4.18,0.36,6.59,0.49,6.19,0.52,2.08,Sí,150.672,Sí
Masculino,65,37,Michoacán,Prepago,tienda,688,12,34,44,0.45,0.76,0.34,0.05,0.86,0.3,0.55,0.11,0.57,No,159.247,No
Masculino,63,43,Oaxaca,Postpago,app,152,0,31,26,1.3,4.7,2.1,0.88,5.51,2.13,2.92,1.46,2.99,No,53.397,No
Femenino,48,29,Sinaloa,Postpago,tienda,15,14,19,37,2.15,3.41,1.28,0.99,3.33,0.21,2.35,1.31,0.97,No,24.2,No
Femenino,41,14,Guerrero,Prepago,tienda,632,8,8,40,3.46,8.36,2.8,0.42,7.2,3.89,4.99,1.63,5.9,Sí,152.495,Sí
Femenino,26,34,"Campeche, Coahuila",Postpago,tienda,431,11,69,30,5.22,6.31,4.36,2.19,9.4,2.85,5.79,4.03,2.85,Sí,116.65,Sí
Femenino,38,32,"Campeche, Coahuila",Prepago,app,410,4,8,40,0.08,0.23,0.05,0.05,0.17,0.02,0.18,0.01,0.09,No,99.464,No
Masculino,64,13,Chihuahua,Postpago,tienda,687,13,15,23,3.98,5.29,3.48,1.37,7.25,2.72,5.74,2.9,3.28,No,157.803,No
Masculino,47,35,Jalisco,Prepago,tienda,890,5,60,50,0.08,0.23,0.08,0.09,0.15,0.05,0.14,0.04,0.06,Sí,201.526,Sí
Femenino,31,69,Oaxaca,Postpago,tienda,736,12,37,52,4.82,10.37,2.88,2.18,7.48,3.1,7.08,3.98,7.11,Sí,189.7,Sí
Masculino,47,26,Guerrero,Postpago,app,836,2,24,48,0.74,2.75,1.11,0.92,3.2,0.69,2.79,0.74,2.05,No,191.197,No
Masculino,63,63,San Luis Potosi,Prepago,tienda,891,8,22,16,4.61,5.54,4.85,3.54,7.09,2.62,4.67,2.79,3.29,No,205.25,No
Femenino,19,7,Hidalgo,Postpago,tienda,543,5,8,2,2.75,5.6,1.62,1.46,8.6,3.65,6.76,1.62,3.93,No,121.447,No
Femenino,63,66,Tlaxcala,Postpago,tienda,254,7,18,14,3.71,4.9,2.12,0.81,5.46,2.83,3.71,2.7,2.07,No,74.293,No
Femenino,28,5,Chihuahua,Postpago,app,880,7,12,21,6.71,7.96,5.35,0.6,10.69,1.28,9.44,3.67,4.78,Sí,198.794,Sí
Masculino,24,47,"Campeche, Coahuila",Prepago,tienda,899,13,46,53,0.56,2.29,0.57,0.77,2.33,0.74,1.33,0.09,1.31,Sí,208.047,Sí
Masculino,60,17,Oaxaca,Prepago,app,147,7,30,32,4.25,9.81,2.18,1.14,10.09,2.86,6.74,0.53,5.24,No,55.902,No
Masculino,40,29,CDMX,Prepago,app,768,9,52,43,2.85,6.44,2.14,2.19,5.36,1.29,3.62,0.42,2.63,No,181.532,No
Femenino,28,4,Michoacán,Postpago,tienda,228,0,32,3,0.24,0.96,0.56,0.43,0.92,0.45,0.86,0.1,0.49,No,50.203,No
Masculino,28,25,Baja California Sur,Postpago,app,807,3,55,33,4.75,7.17,2.64,0.33,8.25,0.97,6.16,3.18,4.54,No,189.197,No
Masculino,51,13,Quintana Roo,Postpago,tienda,359,13,10,27,0.1,0.16,0.04,0.09,0.2,0.04,0.11,0.04,0.09,No,82.611,No
Masculino,70,38,México,Postpago,app,396,6,23,51,1.21,2.65,1.02,1.2,3.71,1.08,1.62,1.37,2.14,No,106.15,No
Masculino,36,15,Michoacán,Prepago,app,253,7,55,52,0.66,0.83,0.58,0.26,1.23,0.1,0.66,0.05,0.57,Sí,72.682,Sí
Femenino,51,12,Nayarit,Prepago,app,131,1,38,17,2.96,5.26,3.56,2.88,5.43,1.38,6.46,0.78,4.78,No,45.047,No
Femenino,68,58,Guerrero,Postpago,app,907,3,47,7,2.93,6.93,4,1.79,6.13,3.15,3.98,2.19,2.9,Sí,204.75,Sí
Femenino,67,56,México,Postpago,tienda,280,14,50,19,2.98,10.91,2.04,3.67,11.31,3.83,8.63,3.29,6.32,No,88.494,No
Femenino,62,3,Tabasco,Postpago,tienda,984,13,12,20,5.66,10.11,5.4,3.66,10.38,0.58,8.72,3.4,6.09,Sí,220.05,Sí
Femenino,68,19,San Luis Potosi,Postpago,tienda,297,12,63,8,5.12,8.91,6.24,3.37,7.69,1.48,5.97,1.18,2.4,Sí,80.508,Sí
Masculino,66,52,Baja California Sur,Postpago,app,992,4,48,6,3.47,6.34,2.86,1.07,5.33,1.05,5.08,2.21,1.6,No,219.103,No
Masculino,31,14,Guerrero,Prepago,tienda,413,13,56,18,4.89,11.68,4.82,0.49,7.38,3.27,5.01,0.82,4.91,No,105.881,No
Femenino,51,56,Nayarit,Prepago,app,78,1,14,0,3.54,8.66,3.39,3.1,9.26,2.69,9.08,2.9,7.5,Sí,39.736,Sí
Masculino,23,51,Chihuahua,Prepago,app,758,10,50,45,3.03,5.35,2.56,1.03,6.34,0.87,4.09,2.75,3.98,Sí,184.25,Sí
Masculino,57,28,Sinaloa,Postpago,app,498,12,64,54,1.03,1.74,0.72,0.26,1.82,0.36,0.99,0.33,0.49,No,125.522,No
Femenino,55,11,Puebla,Postpago,tienda,339,8,63,29,5.03,12.76,3.38,3.5,10.29,0.57,7.06,1.79,6.49,No,96.561,No
Masculino,41,65,San Luis Potosi,Postpago,app,802,8,26,35,4.87,9.06,3.19,0.45,11.14,4.58,6.6,2.27,3.85,Sí,195.753,Sí
Masculino,19,12,Colima,Prepago,app,565,6,10,35,0.25,0.39,0.22,0.16,0.41,0.14,0.19,0.09,0.16,Sí,126.403,Sí
Masculino,16,20,Veracruz,Postpago,tienda,894,0,16,48,5.25,6.65,4.29,3.07,7.29,1.47,7.16,3.2,4.62,Sí,209.9,Sí
Masculino,66,7,Querétaro,Postpago,app,243,1,34,1,3.87,6.6,4.02,0.36,7.1,2.85,4.91,0.45,3.77,No,61.829,No
Masculino,60,34,Tabasco,Postpago,tienda,520,4,20,6,2.58,8.96,2.6,3.6,8.8,2.28,5.87,3.44,4.86,Sí,124.797,Sí
Femenino,30,61,Zacatecas,Prepago,tienda,795,1,3,34,1.86,5.6,3.75,1.46,7.03,2.49,6.45,1.32,2.36,No,188.196,No
Femenino,61,12,CDMX,Postpago,tienda,888,5,48,14,1.33,3.51,1.77,0.19,3.84,0.31,2.24,1.83,1.56,No,190.974,No
Femenino,43,35,México,Postpago,tienda,647,4,26,45,3.38,8.87,5.32,1.61,12.18,4.12,6.05,1.88,6.7,No,164.483,No
Masculino,54,28,Michoacán,Postpago,tienda,400,2,29,2,0.29,0.76,0.56,0.24,0.84,0.18,0.91,0.23,0.48,Sí,87.597,Sí
Masculino,57,6,México,Postpago,app,611,9,68,49,3.82,6.13,1.79,0.31,6.43,0.87,3.18,1.43,3.12,Sí,149.324,Sí
Masculino,28,24,CDMX,Prepago,tienda,649,4,68,16,1.97,5.06,2.26,0.23,5.67,1.61,2.5,0.66,2.93,No,148.467,No
Masculino,20,4,Zacatecas,Prepago,tienda,700,5,26,37,1.45,2.39,0.52,0.32,2.93,0.23,1.52,0.95,1.12,Sí,156.429,Sí
Masculino,47,32,Hidalgo,Prepago,app,79,6,58,39,0.13,0.17,0.1,0.08,0.2,0.06,0.14,0.01,0.11,No,35.5,No
Masculino,15,54,Guanajuato,Postpago,tienda,169,7,51,13,2.4,5.18,2.89,2.1,6.28,0.78,3.96,2.22,2.19,Sí,56.75,Sí
Femenino,58,29,Guerrero,Postpago,app,526,11,15,31,5.93,9.23,4.72,2.11,9.58,1.22,8.1,4.85,5.27,Sí,134.903,Sí
Masculino,48,36,Tamaulipas,Postpago,app,476,14,7,2,2.52,5.75,1.83,2.25,6.11,2.21,3.34,1.04,3.95,Sí,110.25,Sí
Femenino,28,17,Colima,Postpago,tienda,594,7,46,23,5.42,8.52,3.91,2.13,9.52,0.93,4.55,1.37,3.94,Sí,142.637,Sí
Masculino,52,16,Jalisco,Prepago,tienda,953,6,62,32,0.88,3.01,0.97,0.25,3.04,1.35,2.69,0.81,1.91,No,210.173,No
Masculino,33,59,Nayarit,Prepago,app,533,3,29,45,4.51,4.77,1.67,2.23,5.5,1.11,4.19,2.15,2.02,No,138.845,No
Femenino,39,66,Aguascalientes,Postpago,app,150,0,5,24,0.06,0.22,0.07,0.08,0.2,0.03,0.13,0.09,0.11,No,47.647,No
Femenino,62,52,Baja California Sur,Prepago,tienda,435,12,38,4,0,0,0,0,0,0,0,0,0,No,97.9,No
Femenino,37,11,Veracruz,Postpago,app,609,8,6,46,0.94,2.86,1.02,0.84,2.81,1.27,2.01,0.48,1.52,Sí,141.675,Sí
Femenino,22,5,Chiapas,Prepago,app,623,8,43,46,2.35,7.23,1.71,2.34,8.46,1.92,6.1,3.25,2.36,Sí,152.016,Sí
Femenino,27,16,Hidalgo,Prepago,tienda,512,2,58,14,6.59,9.23,2.19,3.56,11.26,2.64,9.17,4.02,3.33,Sí,127.497,Sí
Masculino,58,8,Guanajuato,Prepago,tienda,203,9,30,37,2.43,3.36,1.64,0.17,3.93,0.3,2.97,0.99,2.22,No,59.803,No
Masculino,59,39,Guanajuato,Postpago,app,773,8,63,19,2.16,6.86,2.52,2.62,6.04,2.31,5.14,2.05,4.32,No,179.506,No
Femenino,54,33,Michoacán,Prepago,app,719,11,43,37,2.22,3.67,1.3,0.27,3.38,0.57,3.12,0.17,1.31,Sí,166.803,Sí
Masculino,66,40,Sonora,Prepago,app,991,4,28,22,1.18,3.96,1.01,0.21,5.13,1.84,3.84,1.13,2.7,No,218.5,No
Femenino,62,21,Oaxaca,Postpago,tienda,257,13,40,52,2.05,4.54,1.77,0.67,4.35,1.78,2.96,1.87,1,No,78.447,No
Masculino,51,61,Tlaxcala,Postpago,tienda,668,2,23,8,0.33,0.62,0.52,0.12,0.83,0.21,0.67,0.08,0.53,No,147.473,No
Masculino,65,35,Veracruz,Postpago,tienda,274,13,60,47,1.74,4.71,1.03,0.73,5.73,1.82,3.32,2.03,1.36,Sí,83.891,Sí
Femenino,49,63,Guanajuato,Prepago,app,189,11,13,36,0.42,1.53,0.96,0.62,1.51,0.61,1.31,0.57,0.45,No,61.094,No
Masculino,60,44,Oaxaca,Prepago,tienda,473,2,69,39,2.64,7.23,3.01,1.68,5.34,2.74,3.98,1.63,4.55,No,126.19,No
Femenino,27,23,Guerrero,Prepago,app,644,4,36,4,2.53,5.55,1.61,1.44,5.08,1.15,3.56,0.79,2.29,Sí,142.45,Sí
Femenino,30,32,Oaxaca,Postpago,tienda,917,3,33,34,5.04,12.44,6.56,2.97,9.36,5.04,6.28,3.22,3.08,No,216.247,No
Femenino,35,59,Baja California Sur,Postpago,tienda,758,8,21,17,1.78,2.71,0.66,0.14,2.25,1.21,1.67,1.04,0.83,No,170.287,No
Masculino,65,21,Sinaloa,Postpago,app,355,3,51,15,2.41,3.85,1.32,1.46,3.59,1.42,3.58,1.68,2.7,No,87.803,No
Masculino,48,23,Jalisco,Prepago,tienda,377,6,32,40,4.97,7.33,4.22,3.98,7.1,1.85,6.46,1.57,4.52,No,105.05,No
Femenino,68,67,"Campeche, Coahuila",Postpago,app,354,9,63,15,5.95,9.05,2.18,0.46,9.1,3.99,8.12,1.35,6.8,No,102.6,No
Femenino,60,29,Michoacán,Prepago,tienda,234,4,36,30,1.12,2.81,1.05,0.73,2.78,0.18,1.81,1.17,1.35,Sí,65.85,Sí
Masculino,31,48,Michoacán,Postpago,tienda,548,1,60,43,0.77,1.54,0.96,0.1,1.73,0.67,1.34,0.73,1.21,No,135.415,No
Masculino,15,46,Guerrero,Postpago,tienda,259,5,64,5,1.8,3.81,1.45,0.99,4.69,0.82,2.88,2.02,2.55,Sí,69.703,Sí
Masculino,69,26,Zacatecas,Postpago,app,658,7,30,22,1.5,4.16,0.89,1.65,4.24,0.87,2.44,1.62,1.49,No,149.258,No
Masculino,21,71,Tabasco,Postpago,tienda,451,13,43,28,2.14,4.44,2.58,2.49,5.67,0.77,5.16,0.28,3.38,Sí,119.473,Sí
Femenino,36,12,Jalisco,Prepago,app,660,3,19,1,4.79,11.24,2.96,2.56,10.08,1.9,8.4,2.79,4.27,Sí,149.747,Sí
Femenino,66,36,Morelos,Prepago,app,740,5,55,15,0.61,1.28,0.9,0.29,1.23,0.54,0.93,0.61,0.52,No,162.723,No
Femenino,17,67,Querétaro,Postpago,tienda,316,14,54,47,0.13,0.21,0.04,0.08,0.21,0.06,0.14,0.04,0.1,Sí,90.353,Sí
Masculino,39,31,Hidalgo,Prepago,tienda,30,5,30,3,3.86,7.5,4.6,0.37,6.1,0.73,4.53,1.47,3.25,Sí,22.773,Sí
Femenino,25,21,Zacatecas,Postpago,app,681,12,8,18,3.54,6.5,3.7,2.69,6.27,1.46,5.82,1.96,2.05,No,155.347,No
Masculino,36,46,Tamaulipas,Postpago,tienda,254,0,62,7,4.63,6.4,4.53,2.56,5.08,0.4,3.52,2.23,3.1,Sí,72.635,Sí
Masculino,70,1,México,Postpago,tienda,534,1,14,24,2.98,4.69,2.15,1.47,4.94,0.98,4.25,1.02,2.49,No,122.341,No
Femenino,67,45,México,Prepago,tienda,936,2,47,48,0.58,1.24,0.37,0.6,1.05,0.36,1.15,0.31,0.46,No,212.536,No
Masculino,53,31,Quintana Roo,Postpago,tienda,119,14,42,20,1.58,2.51,0.87,0.79,2.13,0.89,2.67,0.35,2.03,Sí,40.696,Sí
Masculino,69,56,Quintana Roo,Prepago,tienda,322,7,51,54,2.98,7.73,2.22,0.7,9.91,4.41,6.04,3.76,4.86,No,104.333,No
Masculino,17,28,Querétaro,Postpago,app,820,5,9,24,2.57,5.09,1.26,1.71,6.74,2.58,5.03,2.53,3.5,Sí,185.153,Sí
Masculino,64,21,Colima,Prepago,app,664,12,37,12,3.2,4.81,1.8,2.3,4.89,1.5,3.49,0.99,2.91,No,149.167,No
Femenino,59,18,Colima,Prepago,app,84,13,13,35,3.36,5.86,2.73,2.15,7.44,1.13,3.48,2.92,1.94,Sí,39.953,Sí
Masculino,30,57,Tlaxcala,Prepago,tienda,965,4,60,22,0.46,0.91,0.3,0.07,0.65,0.07,0.53,0.13,0.22,Sí,212.152,Sí
Masculino,33,62,Morelos,Postpago,app,160,5,13,25,0.63,1.06,0.58,0.44,1.25,0.46,0.94,0.16,0.49,No,51.253,No
Femenino,17,6,México,Prepago,tienda,530,10,4,3,0.07,0.2,0.1,0.05,0.15,0.07,0.17,0.02,0.06,Sí,108.267,Sí
Femenino,45,7,Sinaloa,Prepago,app,387,1,22,13,3.15,4.37,1.04,0.31,4.37,0.83,4.65,2.22,2,No,90.332,No
Masculino,57,34,Jalisco,Prepago,app,547,8,37,8,2.78,5.43,1.97,1.42,4.02,0.97,3.57,0.78,3.05,No,125.947,No
Masculino,50,33,Chihuahua,Postpago,tienda,573,4,66,3,4.61,8.18,5.64,0.46,10.49,4.81,5.88,1.48,2.39,No,136.932,No
Masculino,55,60,Sinaloa,Postpago,tienda,108,1,30,27,5.15,7.41,2.73,4.2,9.37,4.37,6.91,2.19,5.67,Sí,54.6,Sí
Femenino,23,41,Veracruz,Postpago,app,487,3,49,8,1.47,4.6,2.43,2.19,4.74,0.66,5.05,0.88,2.77,No,115.837,No
Femenino,56,69,Veracruz,Postpago,tienda,827,11,40,12,3.2,3.81,3.34,2,5.48,2.29,3.19,1.63,2.06,No,189.45,No
Femenino,32,22,Michoacán,Postpago,app,823,8,12,53,2.86,5.48,3.28,0.3,4.41,1.46,4.94,2.34,3.94,No,193.103,No
Femenino,42,52,San Luis Potosi,Postpago,app,323,10,57,17,2.67,4.43,2.18,1.73,4.24,0.63,2.35,1.23,2.54,Sí,86.95,Sí
Masculino,59,56,Baja California Sur,Prepago,app,714,4,48,38,3.01,8.11,3.71,3.49,5.78,1.18,4.6,0.36,3.58,Sí,175.146,Sí
Femenino,38,46,Baja California,Postpago,app,65,3,60,38,3.77,9.02,4.3,0.39,6.36,1.23,7.45,1.63,4.34,Sí,45.847,Sí
Masculino,34,47,Sinaloa,Postpago,tienda,866,2,44,21,2.67,8.71,4.1,3.38,6.3,2.72,4.93,1.03,5.16,No,200.45,No
Femenino,64,41,Aguascalientes,Postpago,app,950,5,67,54,4.63,8.5,5.19,3.15,10.4,0.88,8.11,0.54,5.59,No,229.797,No
Masculino,21,32,Guanajuato,Postpago,app,391,4,63,3,2.88,8.23,7.19,4.3,10.2,2.53,8.16,3.96,3.91,No,102.458,No
Masculino,43,41,Baja California Sur,Prepago,app,371,9,32,42,2.71,4.37,3.55,0.51,6.06,1.32,3.81,2.33,3.35,Sí,102.953,Sí
Masculino,48,17,Aguascalientes,Prepago,tienda,195,3,62,1,7.11,11.66,3.71,1.03,8.87,2.56,5.97,4.02,6.87,Sí,60.49,Sí
Masculino,38,9,Zacatecas,Prepago,app,507,1,69,38,0.44,1.56,0.82,0.09,1.42,0.28,1.31,0.17,0.95,Sí,119.712,Sí
Femenino,63,13,Morelos,Prepago,app,407,11,51,47,1.71,2.9,2.14,1.32,4.33,0.59,3.41,0.28,0.9,Sí,105.274,Sí
Masculino,68,46,Zacatecas,Prepago,tienda,902,8,67,21,4.33,9.25,2.72,1.82,7.18,4.87,7.25,2.89,2.66,Sí,209.841,Sí
